asin,brand,category,currency,image_filename,image_url,name,price,product_id,rating,reviews,source,url
B0985MMG9N,(S$12.94S$12.94/count),blush,USD,prod_000000.jpg,https://m.media-amazon.com/images/I/61+aZCMqWrL._AC_UL320_.jpg,"e.l.f. Putty Blush, Creamy & Ultra Pigmented Formula, Infused with Argan Oil & Vitamin E, Caribbean, 0.35 Oz (10g)",$12.94,prod_000000,,4,amazon,https://www.amazon.com/l-f-Pigmented-Formula-Infused-Caribbean/dp/B0985MMG9N/ref=sr_1_1
B09YB9L5QD,(S$3.67S$3.67/gram),blush,USD,prod_000001.jpg,https://m.media-amazon.com/images/I/61z52r8stDL._AC_UL320_.jpg,"Saie Dew Blush - Lightweight, Blendable + Buildable Cream Gel Blush for a Dewy Cheek Tint - Doe Foot Wand Makeup Applicator - Rosy (0.40 oz)",$41.66,prod_000001,,4,amazon,https://www.amazon.com/Saie-Dew-Blush-Lightweight-Applicator/dp/B09YB9L5QD/ref=sr_1_2
B082YPNTZ4,(S$10.35S$10.35/count),blush,USD,prod_000002.jpg,https://m.media-amazon.com/images/I/81FSUbGs2dL._AC_UL320_.jpg,"Wet n Wild Color Icon Blush Powder Makeup, Pinch Me Pink | Matte Natural Glow | Moisturizing Jojoba Oil",$10.35,prod_000002,,4,amazon,https://www.amazon.com/Powder-Makeup-Natural-Moisturizing-Jojoba/dp/B082YPNTZ4/ref=sr_1_3
B0FPQ5H4VM,(S$1.98S$1.98/gram(s)),blush,USD,prod_000003.jpg,https://m.media-amazon.com/images/I/71ulgRkAGwL._AC_UL320_.jpg,"TIMEPHORIA Liquid Blush Makeup for Cheeks, Natural Matte Finish, Blush Tint Stick, Multi-Use, Long-Lasting Lip & Cheek Makeup, Lightweight (05 FIERY FLAME)",$9.90,prod_000003,,4,amazon,https://www.amazon.com/TIMEPHORIA-Natural-Multi-Use-Long-Lasting-Lightweight/dp/B0FPQ5H4VM/ref=sr_1_4
B0947CYBHW,(S$1.26S$1.26/gram),blush,USD,prod_000004.jpg,https://m.media-amazon.com/images/I/41z3J8w4XgL._AC_UL320_.jpg,"e.l.f. Putty Blush, Creamy & Ultra Pigmented Blush For Natural Glow, Infused with Argan Oil & Vitamin E, Vegan & Cruelty-Free, Tahiti, 0.35 Oz",$12.62,prod_000004,,4,amazon,https://www.amazon.com/l-f-Pigmented-Natural-Infused-Cruelty-Free/dp/B0947CYBHW/ref=sr_1_5
B01N5MWPAG,(S$13.38S$13.38/count),blush,USD,prod_000005.jpg,https://m.media-amazon.com/images/I/81tJ9uNjnAL._AC_UL320_.jpg,"Wet & Wild Makeup Stick Blush 803 Floral Majority, 3.5 Ounce",$13.38,prod_000005,,4,amazon,https://www.amazon.com/Makeup-Stick-Blush-Floral-Majority/dp/B01N5MWPAG/ref=sr_1_6_mod_primary_new
B0CN9FZWMF,(S$107.62S$107.62/ounce),blush,USD,prod_000006.jpg,https://m.media-amazon.com/images/I/61we-H2GuBL._AC_UL320_.jpg,KIKO Milano Velvet Touch Creamy Stick Blush 07 | Blush Stick: Creamy Texture with Luminous Finish,$37.99,prod_000006,,4,amazon,https://www.amazon.com/Milano-Velvet-Touch-Creamy-Stick/dp/B0CN9FZWMF/ref=sr_1_7_mod_primary_new
B0DM2522RZ,(S$1.63S$1.63/gram),blush,USD,prod_000007.jpg,https://m.media-amazon.com/images/I/61MOmDUcEkL._AC_UL320_.jpg,"Pixi On-the-Glow Blush - CheekTone, pH Reactive Hydrating Tinted Moisture Blush Stick with Ginseng, Aloe Vera & Fruit Extracts, For Cheeks & Lips, 19g / 0.6oz, Paraben-Free",$31.00,prod_000007,,",",amazon,https://www.amazon.com/Pixi-Glow-Blush-CheekTone-Paraben-Free/dp/B0DM2522RZ/ref=sr_1_8
B06XDZCHX1,(S$100.00S$100.00/ounce),blush,USD,prod_000008.jpg,https://m.media-amazon.com/images/I/81b7v0f5KQL._AC_UL320_.jpg,"Maybelline Fit Me Powder Blush, Lightweight, Smooth, Blendable, Long-lasting All-Day Face Enhancing Makeup Color, Berry, 1 Count",$16.00,prod_000008,,4,amazon,https://www.amazon.com/Maybelline-Lightweight-Blendable-Long-lasting-Enhancing/dp/B06XDZCHX1/ref=sr_1_9
B08T7FGVXD,(S$36.09S$36.09/ounce),blush,USD,prod_000009.jpg,https://m.media-amazon.com/images/I/61wsldYUIvL._AC_UL320_.jpg,"e.l.f. Putty Blush, Creamy & Ultra Pigmented Formula, Infused with Argan Oil & Vitamin E, Bali, 0.35 Oz (10g)",$12.63,prod_000009,,4,amazon,https://www.amazon.com/l-f-Pigmented-Formula-Infused-Vitamin/dp/B08T7FGVXD/ref=sr_1_10
B06XDY2DXN,(S$110.50S$110.50/ounce),blush,USD,prod_000010.jpg,https://m.media-amazon.com/images/I/81g6fhsHcXL._AC_UL320_.jpg,"Maybelline Fit Me Blush, Lightweight, Smooth, Blendable, Long-lasting All-Day Face Enhancing Makeup Color, Plum, 1 Count",$17.68,prod_000010,,4,amazon,https://www.amazon.com/Maybelline-Lightweight-Blendable-Long-lasting-Enhancing/dp/B06XDY2DXN/ref=sr_1_11
B00TFQASF2,(S$116.77S$116.77/100 g),blush,USD,prod_000011.jpg,https://m.media-amazon.com/images/I/71nXokyNG+L._AC_UL320_.jpg,"Makeup Revolution Ultra Blush Makeup Palette, Bronzer & Highlighter, Includes 8 Shades, Gluten free, Vegan & Cruelty Free, Sugar & Spice, 13g",$15.18,prod_000011,,4,amazon,https://www.amazon.com/Revolution-Palette-Bronzer-Highlighter-Cruelty/dp/B00TFQASF2/ref=sr_1_12
B07WHKP77M,(S$65.19S$65.19/ounce),blush,USD,prod_000012.jpg,https://m.media-amazon.com/images/I/61PKUxxcR-L._AC_UL320_.jpg,"Revolution Beauty Revolution Blusher Reloaded Pop My Cherry, Pink, 7 g",$16.95,prod_000012,,4,amazon,https://www.amazon.com/Revolution-Beauty-Blusher-Reloaded-Cherry/dp/B07WHKP77M/ref=sr_1_13_mod_primary_new
B09NXPV5Y9,(S$4.92S$4.92/gram),blush,USD,prod_000013.jpg,https://m.media-amazon.com/images/I/91oHbuItQIL._AC_UL320_.jpg,"Physicians Formula Matte Monoi Butter Blush Mauvy Mattes,1711951,0.15 Ounce (Pack of 1)",$21.17,prod_000013,,4,amazon,https://www.amazon.com/Physicians-Formula-Butter-Mattes-1711951/dp/B09NXPV5Y9/ref=sr_1_14
B09Y9JRBMB,"SavingsBuy 3, save 10%",blush,USD,prod_000014.jpg,https://m.media-amazon.com/images/I/61Ehdq7LrZL._AC_UL320_.jpg,"Saie Dew Blush - Lightweight, Blendable + Buildable Cream Gel Blush for a Dewy Cheek Tint - Doe Foot Wand Makeup Applicator - Dreamy (0.40 oz)",$40.19,prod_000014,,4,amazon,https://www.amazon.com/Saie-Dew-Blush-Lightweight-Applicator/dp/B09Y9JRBMB/ref=sr_1_15
B002NT0I4Y,(S$2.19S$2.19/gram),blush,USD,prod_000015.jpg,https://m.media-amazon.com/images/I/51jx4OfLCpS._AC_UL320_.jpg,Cezanne Natural Cheek (N 01),$8.74,prod_000015,,4,amazon,https://www.amazon.com/Cezanne-Natural-Cheek-N-01/dp/B002NT0I4Y/ref=sr_1_16
B077LFLBYS,(S$10.19S$10.19/gram),blush,USD,prod_000016.jpg,https://m.media-amazon.com/images/I/51TH7j6bW5L._AC_UL320_.jpg,"Bourjois Blush, 16 Rose Coup, 2.5g",$25.47,prod_000016,,4,amazon,https://www.amazon.com/Bourjois-Blush-Rose-Coup-2-5g/dp/B077LFLBYS/ref=sr_1_17_mod_primary_new
B07D7JKFDH,(S$0.24S$0.24/gram),blush,USD,prod_000017.jpg,https://m.media-amazon.com/images/I/61OKm+TfweL._AC_UL320_.jpg,Rimmel Maxi Blush - 003 Wild Card - 9grams,$10.96,prod_000017,,4,amazon,https://www.amazon.com/Rimmel-Maxi-Blush-Wild-9grams/dp/B07D7JKFDH/ref=sr_1_18
B086QTRHJJ,(S$1.63S$1.63/gram),blush,USD,prod_000018.jpg,https://m.media-amazon.com/images/I/61x+--F565L._AC_UL320_.jpg,"Pixi On-the-Glow Blush - Ruby, Hydrating Tinted Moisture Blush Stick with Ginseng, Aloe Vera & Fruit Extracts, For Cheeks & Lips, 19g / 0.6oz, Paraben-Free",$31.00,prod_000018,,",",amazon,https://www.amazon.com/Pixi-Glow-Blush-Hydrating-Paraben-Free/dp/B086QTRHJJ/ref=sr_1_19
B0BHFBBH25,FREE delivery18 - 20 May,blush,USD,prod_000019.jpg,https://m.media-amazon.com/images/I/51INVV9sgzL._AC_UL320_.jpg,SHEGLAM Makeup - Color Bloom Dayglow Liquid Blush Shimmer Finish - LOVE CAKE | Waterproof | Long-Wearing | Highly Pigmented | Liquid Blush with Sponge Tip Applicator,$31.42,prod_000019,,4,amazon,https://www.amazon.com/SHEGLAM-Makeup-Waterproof-Long-Wearing-Applicator/dp/B0BHFBBH25/ref=sr_1_20
B0BQWYCWW5,(S$58.76S$58.76/ounce),blush,USD,prod_000020.jpg,https://m.media-amazon.com/images/I/81JbGcdln8L._AC_UL320_.jpg,"wet n wild Color Icon Blush, Effortless Matte Natural Sheer Glow & Seamless Blend, Luxuriously Infused Smooth Jojoba Oil, Cruelty-Free & Vegan - Bed of Roses",$12.34,prod_000020,,4,amazon,https://www.amazon.com/wet-wild-Effortless-Luxuriously-Cruelty-Free/dp/B0BQWYCWW5/ref=sr_1_21_mod_primary_new
B09B51HSY5,,blush,USD,prod_000021.jpg,https://m.media-amazon.com/images/I/51PVA49QxdL._AC_UL320_.jpg,"Revolution Beauty, Superdewy Liquid Blush, Richly Pigmented & Buildable, Blendable Formula, You Had Me At First Blush, 0.5 Fl. Oz.",,prod_000021,,4,amazon,https://www.amazon.com/Revolution-Beauty-Superdewy-Pigmented-Buildable/dp/B09B51HSY5/ref=sr_1_22
B082YQ6JDQ,(S$45.69S$45.69/ounce),blush,USD,prod_000022.jpg,https://m.media-amazon.com/images/I/91S+PTPa2eL._AC_UL320_.jpg,wet n wild MegaGlo Blushlighter| Blush & Highlighter Duo| Shimmer Metallic Finish| Flash Me,$15.99,prod_000022,,4,amazon,https://www.amazon.com/wet-wild-Blushlighter-Highlighter-Metallic/dp/B082YQ6JDQ/ref=sr_1_23
B0DZPGMRHL,(S$1.80S$1.80/milliliter),blush,USD,prod_000023.jpg,https://m.media-amazon.com/images/I/61ZdtszXssL._AC_UL320_.jpg,"KIKO Milano Plush Blush 02, Liquid Blush With Sponge Applicator",$25.23,prod_000023,,4,amazon,https://www.amazon.com/Milano-Plush-Liquid-Sponge-Applicator/dp/B0DZPGMRHL/ref=sr_1_24
B09NX8546X,(S$22.23S$22.23/count),blush,USD,prod_000024.jpg,https://m.media-amazon.com/images/I/71qJ6Ch7UdL._AC_UL320_.jpg,"Physicians Formula Butter Believe It Blush Pink Sands, 1711952, 0.19 Ounce (Pack of 1)",$22.23,prod_000024,,4,amazon,https://www.amazon.com/Physicians-Formula-Butter-Believe-1711952/dp/B09NX8546X/ref=sr_1_25_mod_primary_new
B0BXHP7L3Z,S$6.00off promotion available,blush,USD,prod_000025.jpg,https://m.media-amazon.com/images/I/61ci05obp7L._AC_UL320_.jpg,"Pixi On-the-Glow Blush, Hydrating Tinted Moisture Blush Stick with Ginseng, Aloe Vera & Fruit Extracts, For Cheeks & Lips, 19g / 0.6oz, Paraben-Free (Fleur)",$31.00,prod_000025,,",",amazon,https://www.amazon.com/Pixi-Hydrating-Moisture-Extracts-Paraben-Free/dp/B0BXHP7L3Z/ref=sr_1_26
B001ADVWZI,(S$104.14S$104.14/oz),blush,USD,prod_000026.jpg,https://m.media-amazon.com/images/I/719B-NqZVRL._AC_UL320_.jpg,"L'Oreal Paris True Match Super-Blendable Powder Blush, Barely Blushing, 0.21 Oz (Packaging May Vary)",$21.87,prod_000026,,4,amazon,https://www.amazon.com/LOreal-Paris-Super-Blendable-Blushing-Packaging/dp/B001ADVWZI/ref=sr_1_27
B001KYRRMO,(S$21.85S$21.85/count),blush,USD,prod_000027.jpg,https://m.media-amazon.com/images/I/71PW7eFQw0L._AC_UL320_.jpg,"L'Oreal Paris True Match Super-Blendable Powder Blush, Tender Rose, 0.21 Oz (Packaging May Vary)",$21.85,prod_000027,,4,amazon,https://www.amazon.com/LOreal-Paris-Super-Blendable-Powder-Packaging/dp/B001KYRRMO/ref=sr_1_28
B086RM8KK1,(S$28.93S$28.93/count),blush,USD,prod_000028.jpg,https://m.media-amazon.com/images/I/61tqEUaYvuL._AC_UL320_.jpg,MILK Makeup Cheek + Lip Cream Blush and Lip Tint Stick - Quirk,$28.93,prod_000028,,4,amazon,https://www.amazon.com/Makeup-Cheek-Cream-Blush-Stick/dp/B086RM8KK1/ref=sr_1_29
B09TNM54X7,,blush,USD,prod_000029.jpg,https://m.media-amazon.com/images/I/814ibe1lcpL._AC_UL320_.jpg,Physicians Formula Murumuru Strawberry Jam Blush Strawberry,$17.76,prod_000029,,4,amazon,https://www.amazon.com/Physicians-Formula-Murumuru-Strawberry-Blush/dp/B09TNM54X7/ref=sr_1_30
B07P8HYGZV,(S$44.97S$44.97/ounce),blush,USD,prod_000030.jpg,https://m.media-amazon.com/images/I/81wIH3qzEcL._AC_UL320_.jpg,"e.l.f Primer-Infused Blush, Long-Wear, Matte, Bold, Lightweight, Blends Easily, Contours Cheeks, Always Rosy, All-Day Wear, Vegan & Cruelty-Free",$15.74,prod_000030,,4,amazon,https://www.amazon.com/Primer-Infused-Long-Wear-Lightweight-Contours-Cruelty-Free/dp/B07P8HYGZV/ref=sr_1_31
B0DSWKN9TT,(S$3.75S$3.75/gram),blush,USD,prod_000031.jpg,https://m.media-amazon.com/images/I/81GsYyFZQHL._AC_UL320_.jpg,Marbled Blush | Cream Blush Plus Highlighter | Cosmopolitan | Cool Pink For A Rosy Glow | Long Lasting | All Skin Types | 4.6g,$17.25,prod_000031,,4,amazon,https://www.amazon.com/Beauty-Marbled-Highlighter-Cosmopolitan-Lasting/dp/B0DSWKN9TT/ref=sr_1_32
B00312GKQW,(S$9.03S$9.03/count),blush,USD,prod_000032.jpg,https://m.media-amazon.com/images/I/71zPVorsrVL._AC_UL320_.jpg,Canmake Cream Cheek [05]Sweet Apricot,$9.03,prod_000032,,4,amazon,https://www.amazon.com/Canmake-Cream-Cheek-Sweet-Apricot/dp/B00312GKQW/ref=sr_1_33
B01KI40HDM,(S$19.46S$19.46/count),blush,USD,prod_000033.jpg,https://m.media-amazon.com/images/I/916dHALgdBL._AC_UL320_.jpg,"Revlon Powder Blush, 20 Ravishing Rose",$19.46,prod_000033,,4,amazon,https://www.amazon.com/Revlon-Powder-Blush-Ravishing-Rose/dp/B01KI40HDM/ref=sr_1_34
B00J56D0G6,(S$38.43S$38.43/oz),blush,USD,prod_000034.jpg,https://m.media-amazon.com/images/I/71Tr5m3VeoL._AC_UL320_.jpg,"E.l.f. Blush Palette Dark, 1 pack Light #83314, 0.56 Ounce",$21.52,prod_000034,,4,amazon,https://www.amazon.com/l-f-Blush-Palette-Light-83314/dp/B00J56D0G6/ref=sr_1_35
B001SZ3M38,(S$130.92S$130.92/ounce),blush,USD,prod_000035.jpg,https://m.media-amazon.com/images/I/71XgtLpjF8L._AC_UL320_.jpg,"COVERGIRL - Cheekers Blush, Soft, blendable, lightweight formula, easy & natural look, 100% Cruelty-Free",$15.71,prod_000035,,4,amazon,https://www.amazon.com/COVERGIRL-Cheekers-blendable-lightweight-Cruelty-Free/dp/B001SZ3M38/ref=sr_1_36
B07WC46H1L,(S$45.85S$45.85/fluid ounce),blush,USD,prod_000036.jpg,https://m.media-amazon.com/images/I/616-VEcQAUS._AC_UL320_.jpg,"Maybelline Cheek Heat Gel-Cream Blush Makeup, lightweight, Breathable Feel, Sheer Flush Of Color, Natural-Looking, Dewy Finish, Oil-Free, Rose Flush, 1 Count",$12.38,prod_000036,,4,amazon,https://www.amazon.com/Maybelline-Gel-Cream-lightweight-Breathable-Natural-Looking/dp/B07WC46H1L/ref=sr_1_37
B09YGLM8K4,(S$35.49S$35.49/count),blush,USD,prod_000037.jpg,https://m.media-amazon.com/images/I/61lPlkChRpL._AC_UL320_.jpg,"Tower 28 Beauty BeachPlease Cream Blush for Cheeks and Lips - Multi-Purpose Lip and Cheek Tint in Rosy Nude - for Sensitive Skin – Color MAGIC HOUR, Luminous Finish",$35.49,prod_000037,,4,amazon,https://www.amazon.com/Tower-28-Beauty-BeachPlease-Cheeks/dp/B09YGLM8K4/ref=sr_1_38
B09NX8GGVM,(S$49.29S$49.29/ounce),blush,USD,prod_000038.jpg,https://m.media-amazon.com/images/I/81+EksuhhlL._AC_UL320_.jpg,"wet n wild Color Icon Blush, Effortless Matte Natural Sheer Glow & Seamless Blend, Luxuriously Infused Smooth Jojoba Oil, Cruelty-Free & Vegan - Pearlescent Pink(Packaged)",$10.35,prod_000038,,4,amazon,https://www.amazon.com/wet-wild-Effortless-Luxuriously-Cruelty-Free/dp/B09NX8GGVM/ref=sr_1_39
B0B5MFQZM9,,blush,USD,prod_000039.jpg,https://m.media-amazon.com/images/I/61TNxfItb5L._AC_UL320_.jpg,"e.l.f. Luminous Putty Blush, Putty-to-Powder, Buildable Blush With A Subtle Shimmer Finish, Highly Pigmented & Creamy, Vegan & Cruelty-Free, Bermuda",,prod_000039,,4,amazon,https://www.amazon.com/l-f-Luminous-Buildable-Pigmented-Cruelty-Free/dp/B0B5MFQZM9/ref=sr_1_40
B01E1SLZ3M,(S$29.51S$29.51/ounce),blush,USD,prod_000040.jpg,https://m.media-amazon.com/images/I/81CWf4cePZL._AC_UL320_.jpg,"Wet n Wild Blush Palette By MegaGlo Illuminating Blush Makeup Powder Palette, Catwalk Pink, Highlighter Face Make Up",$12.10,prod_000040,,4,amazon,https://www.amazon.com/Palette-MegaGlo-Illuminating-Catwalk-Highlighter/dp/B01E1SLZ3M/ref=sr_1_41
B01MS4UVLG,(S$15.11S$15.11/ounce),blush,USD,prod_000041.jpg,https://m.media-amazon.com/images/I/91LOTsX2nmL._AC_UL320_.jpg,Black Radiance Artisan Color Baked Blush Warm Berry,$15.11,prod_000041,,4,amazon,https://www.amazon.com/Black-Radiance-Artisan-Color-Baked/dp/B01MS4UVLG/ref=sr_1_42
B001MW6G0S,,blush,USD,prod_000042.jpg,https://m.media-amazon.com/images/I/71KQkFNqYwL._AC_UL320_.jpg,"COVERGIRL Classic Color Powder Blush, Iced Plum (510) (Packaging May Vary)",,prod_000042,,4,amazon,https://www.amazon.com/COVERGIRL-Classic-Color-Powder-Packaging/dp/B001MW6G0S/ref=sr_1_43
B0823JCHQY,(S$62.91S$62.91/ounce),blush,USD,prod_000043.jpg,https://m.media-amazon.com/images/I/91NhNg1SoFL._AC_UL320_.jpg,"Almay Blush, Face Makeup, High Pigment Powder, Healthy Hue, Hypoallergenic, 300 Pink Flush, 0.32 Oz",$20.13,prod_000043,,4,amazon,https://www.amazon.com/Almay-Makeup-Pigment-Healthy-Hypoallergenic/dp/B0823JCHQY/ref=sr_1_44
B07WLQ39ZF,(S$52.67S$52.67/fluid ounce),blush,USD,prod_000044.jpg,https://m.media-amazon.com/images/I/614DZWALHnS._AC_UL320_.jpg,"Maybelline Cheek Heat Gel-Cream Blush Makeup, Lightweight, Breathable Feel, Sheer Flush Of Color, Natural-Looking, Dewy Finish, Oil-Free, Nude Burn, 1 Count",$14.22,prod_000044,,4,amazon,https://www.amazon.com/Maybelline-Gel-Cream-Lightweight-Breathable-Natural-Looking/dp/B07WLQ39ZF/ref=sr_1_45
B004HYLTTG,(S$3.03S$3.03/gram),blush,USD,prod_000045.jpg,https://m.media-amazon.com/images/I/81rpD-OMAWL._AC_UL320_.jpg,"Physicians Formula Happy Booster Glow And Mood Boosting Blush, Natural, 0.24 Oz.",$20.62,prod_000045,,4,amazon,https://www.amazon.com/Physicians-Formula-Booster-Boosting-Natural/dp/B004HYLTTG/ref=sr_1_46
B00IFW9B32,(S$117.12S$117.12/oz),blush,USD,prod_000046.jpg,https://m.media-amazon.com/images/I/91pplPTpmHL._AC_UL320_.jpg,POWDER-BLUSH #6-naughty nude 5 gr,$19.91,prod_000046,,4,amazon,https://www.amazon.com/POWDER-BLUSH-6-naughty-nude-5-gr/dp/B00IFW9B32/ref=sr_1_47
B0948QSF81,"SavingsBuy 2, save 5%",blush,USD,prod_000047.jpg,https://m.media-amazon.com/images/I/61ZLy63EoVL._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Sweet Cheeks Soft Cheek Tint, Cream Blush - Baby Doll",$15.15,prod_000047,,4,amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Sweet-Cheeks/dp/B0948QSF81/ref=sr_1_48
B00025G1T2,(S$15.63S$15.63/gram),blush,USD,prod_000048.jpg,https://m.media-amazon.com/images/I/51mS5j0YoBL._AC_UL320_.jpg,"Youngblood Pressed Mineral Blush, Nectar, 3 Gram",$46.88,prod_000048,,5,amazon,https://www.amazon.com/dp/B00025G1T2
B0B8F2GKL7,(S$66.97S$66.97/in),blush,USD,prod_000049.jpg,https://m.media-amazon.com/images/I/61Ia61t+AOL._AC_UL320_.jpg,Estee Lauder Pure Color Envy Sculpting Blush - 430 Rose Exposed,$60.27,prod_000049,,4,amazon,https://www.amazon.com/dp/B0B8F2GKL7
B07G3LDVVK,(S$257.20S$257.20/ounce),blush,USD,prod_000050.jpg,https://m.media-amazon.com/images/I/71EqzmpfZ+L._AC_UL320_.jpg,"Laura Mercier Blush Color Infusion: Sheer Pressed Powder Blush for Cheeks, Buildable Formula, 10HR Wear, Long Lasting Color, Matte and Shimmer Finishes, Fresco",$51.44,prod_000050,,4,amazon,https://www.amazon.com/dp/B07G3LDVVK
B0CFW4QQDC,FREE delivery16 - 23 May,blush,USD,prod_000051.jpg,https://m.media-amazon.com/images/I/71m--NoR0mL._AC_UL320_.jpg,Make Up For Ever Artist Blush - B360 Hot Lava For Women 0.14 oz Blush,$57.86,prod_000051,,5,amazon,https://www.amazon.com/dp/B0CFW4QQDC
B09YB9L5QD,(S$3.67S$3.67/gram),blush,USD,prod_000052.jpg,https://m.media-amazon.com/images/I/61z52r8stDL._AC_UL320_.jpg,"Saie Dew Blush - Lightweight, Blendable + Buildable Cream Gel Blush for a Dewy Cheek Tint - Doe Foot Wand Makeup Applicator - Rosy (0.40 oz)",$41.66,prod_000052,,4,amazon,https://www.amazon.com/Saie-Dew-Blush-Lightweight-Applicator/dp/B09YB9L5QD/ref=sr_1_5
B0985MMG9N,(S$12.94S$12.94/count),blush,USD,prod_000053.jpg,https://m.media-amazon.com/images/I/61+aZCMqWrL._AC_UL320_.jpg,"e.l.f. Putty Blush, Creamy & Ultra Pigmented Formula, Infused with Argan Oil & Vitamin E, Caribbean, 0.35 Oz (10g)",$12.94,prod_000053,,4,amazon,https://www.amazon.com/l-f-Pigmented-Formula-Infused-Caribbean/dp/B0985MMG9N/ref=sr_1_6
B082YPNTZ4,(S$10.35S$10.35/count),blush,USD,prod_000054.jpg,https://m.media-amazon.com/images/I/81FSUbGs2dL._AC_UL320_.jpg,"Wet n Wild Color Icon Blush Powder Makeup, Pinch Me Pink | Matte Natural Glow | Moisturizing Jojoba Oil",$10.35,prod_000054,,4,amazon,https://www.amazon.com/Powder-Makeup-Natural-Moisturizing-Jojoba/dp/B082YPNTZ4/ref=sr_1_7
B0FPQ5H4VM,(S$1.98S$1.98/gram(s)),blush,USD,prod_000055.jpg,https://m.media-amazon.com/images/I/71ulgRkAGwL._AC_UL320_.jpg,"TIMEPHORIA Liquid Blush Makeup for Cheeks, Natural Matte Finish, Blush Tint Stick, Multi-Use, Long-Lasting Lip & Cheek Makeup, Lightweight (05 FIERY FLAME)",$9.90,prod_000055,,4,amazon,https://www.amazon.com/TIMEPHORIA-Natural-Multi-Use-Long-Lasting-Lightweight/dp/B0FPQ5H4VM/ref=sr_1_8
B0947CYBHW,(S$1.26S$1.26/gram),blush,USD,prod_000056.jpg,https://m.media-amazon.com/images/I/41z3J8w4XgL._AC_UL320_.jpg,"e.l.f. Putty Blush, Creamy & Ultra Pigmented Blush For Natural Glow, Infused with Argan Oil & Vitamin E, Vegan & Cruelty-Free, Tahiti, 0.35 Oz",$12.62,prod_000056,,4,amazon,https://www.amazon.com/l-f-Pigmented-Natural-Infused-Cruelty-Free/dp/B0947CYBHW/ref=sr_1_9
B01N5MWPAG,(S$13.38S$13.38/count),blush,USD,prod_000057.jpg,https://m.media-amazon.com/images/I/81tJ9uNjnAL._AC_UL320_.jpg,"Wet & Wild Makeup Stick Blush 803 Floral Majority, 3.5 Ounce",$13.38,prod_000057,,4,amazon,https://www.amazon.com/Makeup-Stick-Blush-Floral-Majority/dp/B01N5MWPAG/ref=sr_1_10_mod_primary_new
B0CN9FZWMF,(S$107.62S$107.62/ounce),blush,USD,prod_000058.jpg,https://m.media-amazon.com/images/I/61we-H2GuBL._AC_UL320_.jpg,KIKO Milano Velvet Touch Creamy Stick Blush 07 | Blush Stick: Creamy Texture with Luminous Finish,$37.99,prod_000058,,4,amazon,https://www.amazon.com/Milano-Velvet-Touch-Creamy-Stick/dp/B0CN9FZWMF/ref=sr_1_11_mod_primary_new
B0DM2522RZ,(S$1.63S$1.63/gram),blush,USD,prod_000059.jpg,https://m.media-amazon.com/images/I/61MOmDUcEkL._AC_UL320_.jpg,"Pixi On-the-Glow Blush - CheekTone, pH Reactive Hydrating Tinted Moisture Blush Stick with Ginseng, Aloe Vera & Fruit Extracts, For Cheeks & Lips, 19g / 0.6oz, Paraben-Free",$31.00,prod_000059,,",",amazon,https://www.amazon.com/Pixi-Glow-Blush-CheekTone-Paraben-Free/dp/B0DM2522RZ/ref=sr_1_12
B06XDZCHX1,(S$100.00S$100.00/ounce),blush,USD,prod_000060.jpg,https://m.media-amazon.com/images/I/81b7v0f5KQL._AC_UL320_.jpg,"Maybelline Fit Me Powder Blush, Lightweight, Smooth, Blendable, Long-lasting All-Day Face Enhancing Makeup Color, Berry, 1 Count",$16.00,prod_000060,,4,amazon,https://www.amazon.com/Maybelline-Lightweight-Blendable-Long-lasting-Enhancing/dp/B06XDZCHX1/ref=sr_1_13
B08T7FGVXD,(S$36.09S$36.09/ounce),blush,USD,prod_000061.jpg,https://m.media-amazon.com/images/I/61wsldYUIvL._AC_UL320_.jpg,"e.l.f. Putty Blush, Creamy & Ultra Pigmented Formula, Infused with Argan Oil & Vitamin E, Bali, 0.35 Oz (10g)",$12.63,prod_000061,,4,amazon,https://www.amazon.com/l-f-Pigmented-Formula-Infused-Vitamin/dp/B08T7FGVXD/ref=sr_1_14
B06XDY2DXN,(S$110.50S$110.50/ounce),blush,USD,prod_000062.jpg,https://m.media-amazon.com/images/I/81g6fhsHcXL._AC_UL320_.jpg,"Maybelline Fit Me Blush, Lightweight, Smooth, Blendable, Long-lasting All-Day Face Enhancing Makeup Color, Plum, 1 Count",$17.68,prod_000062,,4,amazon,https://www.amazon.com/Maybelline-Lightweight-Blendable-Long-lasting-Enhancing/dp/B06XDY2DXN/ref=sr_1_15
B00TFQASF2,(S$116.77S$116.77/100 g),blush,USD,prod_000063.jpg,https://m.media-amazon.com/images/I/71nXokyNG+L._AC_UL320_.jpg,"Makeup Revolution Ultra Blush Makeup Palette, Bronzer & Highlighter, Includes 8 Shades, Gluten free, Vegan & Cruelty Free, Sugar & Spice, 13g",$15.18,prod_000063,,4,amazon,https://www.amazon.com/Revolution-Palette-Bronzer-Highlighter-Cruelty/dp/B00TFQASF2/ref=sr_1_16
