asin,brand,category,currency,image_filename,image_url,name,price,product_id,rating,reviews,source,url
B07NGHB486,(S$4.69S$4.69/ounce),eyeshadow,USD,prod_000434.jpg,https://m.media-amazon.com/images/I/81QpuK19NEL._AC_UL320_.jpg,"RELOADED eyeshadow palette #iconic 16,5 gr",$18.21,prod_000434,,4,amazon,https://www.amazon.com/RELOADED-eyeshadow-palette-iconic-16/dp/B07NGHB486/ref=sr_1_26_mod_primary_new
B09487FLXN,,eyeshadow,USD,prod_000435.jpg,https://m.media-amazon.com/images/I/71cK1fo7oDL._AC_UL320_.jpg,"e.l.f. Liquid Metallic Eyeshadow, Gel Formula, High-Impact Multi-Dimensional Finish, One-Swipe Coverage, Little Dipper, 0.1 Fl Oz (3mL)",,prod_000435,,4,amazon,https://www.amazon.com/l-f-Eyeshadow-High-Impact-Multi-Dimensional-One-Swipe/dp/B09487FLXN/ref=sr_1_27
B07JG4SPLY,(S$29.45S$29.45/ounce),eyeshadow,USD,prod_000436.jpg,https://m.media-amazon.com/images/I/61KleJO-hxL._AC_UL320_.jpg,"Matte Eyeshadow Palette Pro 18 Colors Pigmented Shimmer Glitter Eye Shadow Palette, Long Lasting Waterproof Dark Smokey Powder Cosmetics Pallet Halloween Valentine Gift Makeup Kit (01# Seductress)",$30.04,prod_000436,,4,amazon,https://www.amazon.com/Eyeshadow-Pigmented-Waterproof-Cosmetics-Seductress/dp/B07JG4SPLY/ref=sr_1_31_mod_primary_new
B0C8N8RVF6,(S$8.38S$8.38/gram),eyeshadow,USD,prod_000437.jpg,https://m.media-amazon.com/images/I/61GZY5CM9fL._AC_UL320_.jpg,Canmake Petit Palette Eyes 02 Bonheur Maroon 2.0g Eye Shadow Palette Reddish Brown,$16.76,prod_000437,,4,amazon,https://www.amazon.com/Canmake-Palette-Bonheur-Maroon-Reddish/dp/B0C8N8RVF6/ref=sr_1_32
B00AW98CN6,(S$16.91S$16.91/count),eyeshadow,USD,prod_000438.jpg,https://m.media-amazon.com/images/I/81xS3lJFZRS._AC_UL320_.jpg,"REVLON PhotoReady Eye Contour Kit, Eyeshadow Palette with 5 Wet/Dry Shades & Double-Ended Brush Applicator, Avant Garde (525), 0.1oz",$16.91,prod_000438,,4,amazon,https://www.amazon.com/REVLON-PhotoReady-Eyeshadow-Double-Ended-Applicator/dp/B00AW98CN6/ref=sr_1_33
B0CQNQ7WL2,(S$1.92S$1.92/gram),eyeshadow,USD,prod_000439.jpg,https://m.media-amazon.com/images/I/81OWU2iKxUL._AC_UL320_.jpg,"wet n wild Color Icon Cream Eyeliner Eyeshadow Multi-Stick, Moisturizing, Nourishing Velvety Cream-to-Powder Buildable & Blendable Formula, Cruelty-Free & Vegan - Brown Sugar",$6.13,prod_000439,,4,amazon,https://www.amazon.com/wet-wild-Multi-Stick-Moisturizing-Cruelty-Free/dp/B0CQNQ7WL2/ref=sr_1_34
B07MT8P8QW,(S$24.10S$24.10/count),eyeshadow,USD,prod_000440.jpg,https://m.media-amazon.com/images/I/71bjBVBguLL._AC_UL320_.jpg,Aolailiya 24 Color Pressed Glitter Eyeshadow Palette - Mineral Ultra Shimmer Makeup Palette Eye Shadow Powder Long Lasting Waterproof,$24.10,prod_000440,,4,amazon,https://www.amazon.com/Aolailiya-Pressed-Glitter-Eyeshadow-Palette/dp/B07MT8P8QW/ref=sr_1_36
B0BBZSXKSP,(S$23.90S$23.90/count),eyeshadow,USD,prod_000441.jpg,https://m.media-amazon.com/images/I/51SUuCw0Z+L._AC_UL320_.jpg,MilleFée Painting Eyeshadow Palette 01,$23.90,prod_000441,,4,amazon,https://www.amazon.com/MilleF%C3%A9e-Painting-Eyeshadow-Palette-01/dp/B0BBZSXKSP/ref=sr_1_37
B085PPJFMX,(S$10.80S$10.80/count),eyeshadow,USD,prod_000442.jpg,https://m.media-amazon.com/images/I/61RslW-YSVL._AC_UL320_.jpg,"Chifure Twin Color Eyeshadow, 93 Blue",$10.80,prod_000442,,4,amazon,https://www.amazon.com/Chifure-Twin-Color-Eyeshadow-Blue/dp/B085PPJFMX/ref=sr_1_38
B07M5WQTKD,(S$39.51S$39.51/count),eyeshadow,USD,prod_000443.jpg,https://m.media-amazon.com/images/I/71spoqjtfNL._AC_UL320_.jpg,"CHARMCODE 2Pcs Twilight Dusk + Aromas Nude Eyeshadow Palette Makeup Set, Matte Shimmer Glitter Pressed Pearl All Highly Pigmented Blending Powder, Natural Velvet Texture Eye Shadow Kit",$39.51,prod_000443,,4,amazon,https://www.amazon.com/CHARMCODE-Twilight-Eyeshadow-Pigmented-Blending/dp/B07M5WQTKD/ref=sr_1_39_mod_primary_new
B09T2L8B8W,(S$3.49S$3.49/ounce),eyeshadow,USD,prod_000444.jpg,https://m.media-amazon.com/images/I/71gCFDuFWVL._AC_UL320_.jpg,LA Colors Color Vibe Eyeshadow Nude,$8.80,prod_000444,,4,amazon,https://www.amazon.com/Colors-Color-Vibe-Eyeshadow-Nude/dp/B09T2L8B8W/ref=sr_1_40
B09PQL45DV,,eyeshadow,USD,prod_000445.jpg,https://m.media-amazon.com/images/I/61pUZqlg3mL._AC_UL320_.jpg,"wet n wild Color Icon Cream Eyeliner Eyeshadow Multi-Stick, Moisturizing, Nourishing Velvety Cream-to-Powder Buildable & Blendable Formula, Cruelty-Free & Vegan - Green",,prod_000445,,4,amazon,https://www.amazon.com/wet-wild-Multi-Stick-Moisturizing-Cruelty-Free/dp/B09PQL45DV/ref=sr_1_42
B0998PTGH9,(S$33.49S$33.49/count),eyeshadow,USD,prod_000446.jpg,https://m.media-amazon.com/images/I/81TTR3URkSL._AC_UL320_.jpg,Tintark 30 Colors Makeup Eyeshadow Palette for Beauty & Matte Metallic Shimmer Pearl Glitter Eye Shadow Pallet & Rainbow Colorful Eye Makeup for Girls & Highly Pigment Eyeshadow Cosmetics,$33.49,prod_000446,,4,amazon,https://www.amazon.com/Tintark-Eyeshadow-Metallic-Colorful-Cosmetics/dp/B0998PTGH9/ref=sr_1_43_mod_primary_new
B09NXV7FZM,(S$197.58S$197.58/ounce),eyeshadow,USD,prod_000447.jpg,https://m.media-amazon.com/images/I/71Q1j7NO6AL._AC_UL320_.jpg,"Physicians Formula Eyeshadow Palette By Matte Monoi Butter Eyeshadow Natural Matte Blushed Nudes, For Sensitive Skin, Hypoallergenic, Nourishing Moisturizing, Smooth, All Day Wear",$23.71,prod_000447,,4,amazon,https://www.amazon.com/Physicians-Formula-Hypoallergenic-Nourishing-Moisturizing/dp/B09NXV7FZM/ref=sr_1_46
B07W6RH9X2,(S$6.13S$6.13/count),eyeshadow,USD,prod_000448.jpg,https://m.media-amazon.com/images/I/71BaUrAIBwL._AC_UL320_.jpg,"wet n wild Color Icon Cream Eyeliner Eyeshadow Multi-Stick, Moisturizing, Nourishing Velvety Cream-to-Powder Buildable & Blendable Formula, Cruelty-Free & Vegan - Royal Scam",$6.13,prod_000448,,4,amazon,https://www.amazon.com/wet-wild-Multi-Stick-Moisturizing-Cruelty-Free/dp/B07W6RH9X2/ref=sr_1_47
B08T7DHNC4,(S$189.29S$189.29/ounce),eyeshadow,USD,prod_000449.jpg,https://m.media-amazon.com/images/I/51IBIWdDMgL._AC_UL320_.jpg,"e.l.f. No Budge Shadow Stick, Long-Lasting Cream Eyeshadow Stick For High-Pigment, Metallic Color, Vegan & Cruelty-Free, Champagne Crystal",$10.60,prod_000449,,3,amazon,https://www.amazon.com/l-f-Long-Lasting-Eyeshadow-High-Pigment-Cruelty-Free/dp/B08T7DHNC4/ref=sr_1_48
B075YWXCV8,(S$85.26S$85.26/ounce),eyeshadow,USD,prod_000450.jpg,https://m.media-amazon.com/images/I/81RCP7scK9L._AC_UL320_.jpg,"COVERGIRL truNAKED Eyeshadow Palette, Smoky - 820, Pack of 1 (packaging may vary)",$19.61,prod_000450,,4,amazon,https://www.amazon.com/COVERGIRL-truNAKED-Eyeshadow-Palette-Smoky/dp/B075YWXCV8/ref=sr_1_52
B0CF8Q1H82,(S$3.86S$3.86/gram),eyeshadow,USD,prod_000451.jpg,https://m.media-amazon.com/images/I/61xgCLDcsKL._AC_UL320_.jpg,Rimmel Wonder Sweet Eye Shadow 004 Strawberry Chocolat 4.6g,$17.76,prod_000451,,4,amazon,https://www.amazon.com/Rimmel-Wonder-Shadow-Strawberry-Chocolat/dp/B0CF8Q1H82/ref=sr_1_53
B08T7DJ8FB,(S$211.40S$211.40/ounce),eyeshadow,USD,prod_000452.jpg,https://m.media-amazon.com/images/I/51dszqIzyZL._AC_UL320_.jpg,"e.l.f. No Budge Shadow Stick, Long-Lasting Cream Eyeshadow Stick For High-Pigment, Metallic Color, Vegan & Cruelty-Free, Rose Gold",$10.57,prod_000452,,3,amazon,https://www.amazon.com/l-f-Long-Lasting-Eyeshadow-High-Pigment-Cruelty-Free/dp/B08T7DJ8FB/ref=sr_1_54
B071WQMP29,(S$113.55S$113.55/ounce),eyeshadow,USD,prod_000453.jpg,https://m.media-amazon.com/images/I/8131HnuVSmL._AC_UL320_.jpg,"Pacifica Pink Nudes Mineral Eyeshadow Palette, 10 Neutral Shades, For Natural or Smoky Eye Look, Naked Eye Makeup, Longwearing & Blendable, Vegan, Cruelty Free Ophthalmologist Tested",$22.71,prod_000453,,4,amazon,https://www.amazon.com/Pacifica-Eyeshadow-Longwearing-Blendable-Ophthalmologist/dp/B071WQMP29/ref=sr_1_56
B09J88WHF1,(S$31.42S$31.42/count),eyeshadow,USD,prod_000454.jpg,https://m.media-amazon.com/images/I/71iZP9qR+IL._AC_UL320_.jpg,"Erinde 10 Colours Eyeshadow Palette, Grey Highlighting Eyeshadow, Long-Lasting Nude Eyeshadow, Matte Colours, Natural Looking Korean Eye Palette with Brush",$31.42,prod_000454,,4,amazon,https://www.amazon.com/Erinde-Colours-Eyeshadow-Highlighting-Long-Lasting/dp/B09J88WHF1/ref=sr_1_27
B07JG4SPLY,(S$29.45S$29.45/ounce),eyeshadow,USD,prod_000455.jpg,https://m.media-amazon.com/images/I/61KleJO-hxL._AC_UL320_.jpg,"Matte Eyeshadow Palette Pro 18 Colors Pigmented Shimmer Glitter Eye Shadow Palette, Long Lasting Waterproof Dark Smokey Powder Cosmetics Pallet Halloween Valentine Gift Makeup Kit (01# Seductress)",$30.04,prod_000455,,4,amazon,https://www.amazon.com/Eyeshadow-Pigmented-Waterproof-Cosmetics-Seductress/dp/B07JG4SPLY/ref=sr_1_32_mod_primary_new
B0CQNQ7WL2,(S$1.92S$1.92/gram),eyeshadow,USD,prod_000456.jpg,https://m.media-amazon.com/images/I/81OWU2iKxUL._AC_UL320_.jpg,"wet n wild Color Icon Cream Eyeliner Eyeshadow Multi-Stick, Moisturizing, Nourishing Velvety Cream-to-Powder Buildable & Blendable Formula, Cruelty-Free & Vegan - Brown Sugar",$6.13,prod_000456,,4,amazon,https://www.amazon.com/wet-wild-Multi-Stick-Moisturizing-Cruelty-Free/dp/B0CQNQ7WL2/ref=sr_1_33
B0C8N8RVF6,(S$8.38S$8.38/gram),eyeshadow,USD,prod_000457.jpg,https://m.media-amazon.com/images/I/61GZY5CM9fL._AC_UL320_.jpg,Canmake Petit Palette Eyes 02 Bonheur Maroon 2.0g Eye Shadow Palette Reddish Brown,$16.76,prod_000457,,4,amazon,https://www.amazon.com/Canmake-Palette-Bonheur-Maroon-Reddish/dp/B0C8N8RVF6/ref=sr_1_34
B085PPJFMX,(S$10.80S$10.80/count),eyeshadow,USD,prod_000458.jpg,https://m.media-amazon.com/images/I/61RslW-YSVL._AC_UL320_.jpg,"Chifure Twin Color Eyeshadow, 93 Blue",$10.80,prod_000458,,4,amazon,https://www.amazon.com/Chifure-Twin-Color-Eyeshadow-Blue/dp/B085PPJFMX/ref=sr_1_36
B09PQL45DV,,eyeshadow,USD,prod_000459.jpg,https://m.media-amazon.com/images/I/61pUZqlg3mL._AC_UL320_.jpg,"wet n wild Color Icon Cream Eyeliner Eyeshadow Multi-Stick, Moisturizing, Nourishing Velvety Cream-to-Powder Buildable & Blendable Formula, Cruelty-Free & Vegan - Green",,prod_000459,,4,amazon,https://www.amazon.com/wet-wild-Multi-Stick-Moisturizing-Cruelty-Free/dp/B09PQL45DV/ref=sr_1_39
B00005UFET,,eyeshadow,USD,prod_000460.jpg,https://m.media-amazon.com/images/I/711CRI06uIS._AC_UL320_.jpg,"Revlon Creme Eyeshadow Palette by , Illuminance Eye Makeup with Crease- Resistant Ingredients, Creamy Pigmented in Blendable Matte & Shimmer Finishes, 710 Not Just Nudes, 3.4 g",,prod_000460,,4,amazon,https://www.amazon.com/Eyeshadow-Illuminance-Resistant-Ingredients-Pigmented/dp/B00005UFET/ref=sr_1_44
B0998PTGH9,(S$33.49S$33.49/count),eyeshadow,USD,prod_000461.jpg,https://m.media-amazon.com/images/I/81TTR3URkSL._AC_UL320_.jpg,Tintark 30 Colors Makeup Eyeshadow Palette for Beauty & Matte Metallic Shimmer Pearl Glitter Eye Shadow Pallet & Rainbow Colorful Eye Makeup for Girls & Highly Pigment Eyeshadow Cosmetics,$33.49,prod_000461,,4,amazon,https://www.amazon.com/Tintark-Eyeshadow-Metallic-Colorful-Cosmetics/dp/B0998PTGH9/ref=sr_1_45_mod_primary_new
B07BMXV2CP,(S$78.12S$78.12/fluid ounce),eyeshadow,USD,prod_000462.jpg,https://m.media-amazon.com/images/I/A1xVMuiJf-L._AC_UL320_.jpg,"L'Oreal Paris Paradise Enchanted Scented Eyeshadow Palette, 0.25 fl; oz.",$19.53,prod_000462,,4,amazon,https://www.amazon.com/LOreal-Paris-Paradise-Enchanted-Eyeshadow/dp/B07BMXV2CP/ref=sr_1_47
B0CMDC27XJ,(S$0.68S$0.68/gram),foundation,USD,prod_000463.jpg,https://m.media-amazon.com/images/I/51MC3L1qcyL._AC_UL320_.jpg,"Pilgrim Medium Classic Nude Serum Liquid Foundation, Matte & Poreless,30 ml | Foundation for face make up infused |Water-Resistant,All Day Coverage|All Skin Types",$20.53,prod_000463,,4,amazon,https://www.amazon.com/dp/B0CMDC27XJ
B0D499Z18Q,(S$18.50S$18.50/count),foundation,USD,prod_000464.jpg,https://m.media-amazon.com/images/I/51fO0QR9ixL._AC_UL320_.jpg,PRETTYSKIN Moisturizing Glow Cushion Foundation SPF50+/PA+++ with Refill – Lightweight Hydrating Korean Cushion Makeup for Natural Radiance (#23),$18.50,prod_000464,,50,amazon,https://www.amazon.com/dp/B0D499Z18Q
B0DXVGFX1Y,(S$0.40S$0.40/milliliter(s)),foundation,USD,prod_000465.jpg,https://m.media-amazon.com/images/I/51ZdUmwi7aL._AC_UL320_.jpg,"PRETTYSKIN Snail Mucin BB Cream with Gold – High Coverage Korean Foundation for Blemishes & Redness – Hydrating, Lightweight & Non-Sticky Daily Makeup, Natural Glow (50ml)",$19.90,prod_000465,,",",amazon,https://www.amazon.com/dp/B0DXVGFX1Y
B0BCGZMTSY,(S$0.75S$0.75/milliliter),foundation,USD,prod_000466.jpg,https://m.media-amazon.com/images/I/615tifniQIL._AC_UL320_.jpg,"L'Oreal Paris True Match Super-Blendable Foundation, Medium Coverage Liquid Foundation Makeup with SPF 17, N3, Light Medium, 1 Fl Oz",$22.28,prod_000466,,4,amazon,https://www.amazon.com/LOreal-Paris-Super-Blendable-Foundation-Coverage/dp/B0BCGZMTSY/ref=sr_1_5
B0BCCDHCZ5,(S$22.54S$22.54/count),foundation,USD,prod_000467.jpg,https://m.media-amazon.com/images/I/91JyCkntOrL._AC_UL320_.jpg,"Maybelline New York Super Stay Up to 24HR Hybrid Powder-Foundation, Medium-to-Full Coverage Makeup, Matte Finish, 220, 1 Count",$22.54,prod_000467,,4,amazon,https://www.amazon.com/Maybelline-Hybrid-Powder-Foundation-Medium-Coverage/dp/B0BCCDHCZ5/ref=sr_1_6
B07Z9WFWZ8,(S$0.76S$0.76/milliliter),foundation,USD,prod_000468.jpg,https://m.media-amazon.com/images/I/519yGqgJhmL._AC_UL320_.jpg,"L'Oreal Paris Age Perfect Radiant Serum Foundation with SPF 50, Rose Ivory, 1 Ounce",$22.56,prod_000468,,4,amazon,https://www.amazon.com/LOreal-Paris-Perfect-Radiant-Foundation/dp/B07Z9WFWZ8/ref=sr_1_7
B08GR514T1,(S$67.71S$67.71/ounce),foundation,USD,prod_000469.jpg,https://m.media-amazon.com/images/I/81xxC7tax2L._AC_UL320_.jpg,"L'Oreal Paris Makeup Infallible Fresh Wear Foundation in a Powder, Up to 24H Wear, Sand, 0.31 oz.",$20.99,prod_000469,,4,amazon,https://www.amazon.com/LOreal-Paris-Makeup-Infallible-Foundation/dp/B08GR514T1/ref=sr_1_8
B0BCH5WVW6,(S$0.70S$0.70/milliliter),foundation,USD,prod_000470.jpg,https://m.media-amazon.com/images/I/61HQORM1HlL._AC_UL320_.jpg,"L'Oréal Paris True Match Super-Blendable Foundation, Medium Coverage Liquid Foundation Makeup with SPF 17, N4, Light Medium, 0.3604 fluid_ounces",$20.79,prod_000470,,4,amazon,https://www.amazon.com/Paris-Super-Blendable-Foundation-Coverage-fluid_ounces/dp/B0BCH5WVW6/ref=sr_1_9
B01ACPW1SG,(S$17.58S$17.58/fluid ounce),foundation,USD,prod_000471.jpg,https://m.media-amazon.com/images/I/715qt87nCzL._AC_UL320_.jpg,"COVERGIRL+Olay Simply Ageless 3-in-1 Liquid Foundation Classic Ivory, 1 Ounce (packaging may vary)",$17.58,prod_000471,,4,amazon,https://www.amazon.com/COVERGIRL-Ageless-Foundation-Classic-packaging/dp/B01ACPW1SG/ref=sr_1_10
B01LXJ0GF3,(S$0.55S$0.55/gram),foundation,USD,prod_000472.jpg,https://m.media-amazon.com/images/I/61rzwVQzJJL._AC_UL320_.jpg,"Catrice HD Liquid Coverage Foundation, Light Beige 010, 30 Gram",$16.50,prod_000472,,4,amazon,https://www.amazon.com/Catrice-Liquid-Coverage-Foundation-Light/dp/B01LXJ0GF3/ref=sr_1_11
B07MWN317B,(S$46.13S$46.13/fluid ounce),foundation,USD,prod_000473.jpg,https://m.media-amazon.com/images/I/51uVh2z4G1L._AC_UL320_.jpg,"e.l.f. Flawless Finish Foundation, Lightweight & Medium Coverage, Semi-Matte Finish, Snow, 0.68 Fl Oz (20mL)",$31.37,prod_000473,,4,amazon,https://www.amazon.com/l-f-Flawless-Foundation-Lightweight-Semi-Matte/dp/B07MWN317B/ref=sr_1_12
B07Z9X42QJ,(S$25.64S$25.64/fluid ounce),foundation,USD,prod_000474.jpg,https://m.media-amazon.com/images/I/61DncendTAL._AC_UL320_.jpg,"L'Oreal Paris Age Perfect Radiant Serum Foundation with SPF 50, Nude Beige, 1 Ounce",$25.64,prod_000474,,4,amazon,https://www.amazon.com/LOreal-Paris-Perfect-Radiant-Foundation/dp/B07Z9X42QJ/ref=sr_1_13
B07B4P4L6B,(S$0.66S$0.66/milliliter),foundation,USD,prod_000475.jpg,https://m.media-amazon.com/images/I/81epgq7iOZL._AC_UL320_.jpg,"Revlon ColorStay Full Cover Foundation, 200 Nude, 30 milliliters",$19.78,prod_000475,,4,amazon,https://www.amazon.com/Revlon-ColorStay-Cover-Foundation-milliliters/dp/B07B4P4L6B/ref=sr_1_14
B087XG6WWX,(S$0.83S$0.83/milliliter),foundation,USD,prod_000476.jpg,https://m.media-amazon.com/images/I/41AejPyIwEL._AC_UL320_.jpg,"MAYBELLINE Fit Me Matte & Poreless Liquid Foundation with SPF 22, 30ml, No.120 Classic Ivory,FMFLF120-50",$25.00,prod_000476,,4,amazon,https://www.amazon.com/MAYBELLINE-Poreless-Foundation-Classic-FMFLF120-50/dp/B087XG6WWX/ref=sr_1_15_sg_f3_0o_watso
B08TQMG68Q,(S$21.70S$21.70/fl oz),foundation,USD,prod_000477.jpg,https://m.media-amazon.com/images/I/61eQvMtQXNL._AC_UL320_.jpg,"e.l.f. Camo CC Cream, Color Correcting Medium-To-Full Coverage Foundation with SPF 30, Light 240 W, 1.05 Oz (30g)",$22.78,prod_000477,,4,amazon,https://www.amazon.com/l-f-Correcting-Medium-Coverage-Foundation/dp/B08TQMG68Q/ref=sr_1_16
B01CC0GUD6,(S$24.03S$24.03/fluid ounce),foundation,USD,prod_000478.jpg,https://m.media-amazon.com/images/I/61EPQGhL7rL._AC_UL320_.jpg,"Milani Conceal + Perfect Liquid Foundation - Light Beige, 1 Fl. Oz. Cruelty-Free, Water-Resistant, Oil-Free, Medium-To-Full Coverage, Satin Matte Finish",$24.03,prod_000478,,4,amazon,https://www.amazon.com/Milani-Conceal-Perfect-Foundation-Medium/dp/B01CC0GUD6/ref=sr_1_17
B07Z9WQ731,(S$25.43S$25.43/fluid ounce),foundation,USD,prod_000479.jpg,https://m.media-amazon.com/images/I/51xUUm8tufL._AC_UL320_.jpg,"L'Oreal Paris Age Perfect Radiant Serum Foundation with SPF 50, Sand, 1 Ounce",$25.43,prod_000479,,4,amazon,https://www.amazon.com/LOreal-Paris-Perfect-Radiant-Foundation/dp/B07Z9WQ731/ref=sr_1_18
B0039UTUYA,(S$24.27S$24.27/fluid ounce),foundation,USD,prod_000480.jpg,https://m.media-amazon.com/images/I/71AWESOMmVL._AC_UL320_.jpg,"Revlon Liquid Foundation, ColorStay Face Makeup for Combination & Oily Skin, SPF 15, Medium-Full Coverage with Matte Finish, 150 Buff, 1 Fl Oz",$24.27,prod_000480,,4,amazon,https://www.amazon.com/Foundation-ColorStay-Combination-Medium-Full-Coverage/dp/B0039UTUYA/ref=sr_1_19_mod_primary_new
B00AWWMWMU,(S$94.59S$94.59/ounce),foundation,USD,prod_000481.jpg,https://m.media-amazon.com/images/I/71TDKDYgqAL._AC_UL320_.jpg,LAURA GELLER NEW YORK Award-Winning Baked Balance-n-Brighten Color Correcting Powder Foundation - Porcelain - Buildable Light to Medium Coverage - Demi-Matte Natural Finish,$30.27,prod_000481,,4,amazon,https://www.amazon.com/LAURA-GELLER-NEW-YORK-Balance-n-Brighten/dp/B00AWWMWMU/ref=sr_1_20
B078HM7VNS,(S$1.10S$1.10/gram),foundation,USD,prod_000482.jpg,https://m.media-amazon.com/images/I/715gOT4888L._AC_UL320_.jpg,"Avene Fluid Foundation Natural,30Ml",$32.93,prod_000482,,4,amazon,https://www.amazon.com/dp/B078HM7VNS
B0DZXBT9VN,(S$0.80S$0.80/gram(s)),foundation,USD,prod_000483.jpg,https://m.media-amazon.com/images/I/61II5MyRdLL._AC_UL320_.jpg,"4 in 1 Color Changing Foundation with SPF 50,Adapts to Skin Tone,Lightweight,Hydrating,Long Lasting",$23.99,prod_000483,,4,amazon,https://www.amazon.com/dp/B0DZXBT9VN
B00OPNE0JU,(S$1.36S$1.36/gram),foundation,USD,prod_000484.jpg,https://m.media-amazon.com/images/I/61-5HPPrH2L._AC_UL320_.jpg,Elizabeth Arden Flawless Finish Sponge-On Cream Makeup - 57 Chestnut For Women 0.8 oz Foundation,$30.87,prod_000484,,5,amazon,https://www.amazon.com/dp/B00OPNE0JU
B00EY9MJR0,(S$0.47S$0.47/milliliter),foundation,USD,prod_000485.jpg,https://m.media-amazon.com/images/I/41d+nx0z8rL._AC_UL320_.jpg,"Rimmel Stay Matte Foundation, Ivory, 30ml",$13.99,prod_000485,,4,amazon,https://www.amazon.com/dp/B00EY9MJR0
B082YQ1TGV,(S$53.52S$53.52/ounce),foundation,USD,prod_000486.jpg,https://m.media-amazon.com/images/I/71cbJjO+gGL._AC_UL320_.jpg,wet n wild Photo Focus Dewy Foundation Golden Beige,$15.52,prod_000486,,4,amazon,https://www.amazon.com/wet-wild-Photo-Foundation-Golden/dp/B082YQ1TGV/ref=sr_1_25
B077QBGB1V,(S$0.50S$0.50/gram),foundation,USD,prod_000487.jpg,https://m.media-amazon.com/images/I/51oNBsuU9tL._AC_UL320_.jpg,"L.A. Colors Truly Matte Foundation, Warm Honey, 1 Ounce",$14.13,prod_000487,,4,amazon,https://www.amazon.com/L-Colors-Truly-Foundation/dp/B077QBGB1V/ref=sr_1_26
B004675EI6,(S$18.97S$18.97/fluid ounce),foundation,USD,prod_000488.jpg,https://m.media-amazon.com/images/I/61ZLA-VUiHL._AC_UL320_.jpg,"Maybelline Fit Me Dewy + Smooth Liquid Foundation Makeup, Classic Ivory, 1 Count (Packaging May Vary)",$18.97,prod_000488,,4,amazon,https://www.amazon.com/Maybelline-Smooth-Foundation-Classic-Packaging/dp/B004675EI6/ref=sr_1_27
B0DZXBT9VN,(S$0.80S$0.80/gram(s)),foundation,USD,prod_000489.jpg,https://m.media-amazon.com/images/I/61II5MyRdLL._AC_UL320_.jpg,"4 in 1 Color Changing Foundation with SPF 50,Adapts to Skin Tone,Lightweight,Hydrating,Long Lasting",$23.99,prod_000489,,4,amazon,https://www.amazon.com/Changing-Foundation-Lightweight-Hydrating-Lasting/dp/B0DZXBT9VN/ref=sr_1_28
B001GNBVRQ,(S$19.85S$19.85/count),foundation,USD,prod_000490.jpg,https://m.media-amazon.com/images/I/615PXlg8YsL._AC_UL320_.jpg,Max Factor Panstik Foundation - # 13 Nouveau Beige For Women 1 Pc Foundation,$19.85,prod_000490,,4,amazon,https://www.amazon.com/Max-Factor-Panstik-Foundation-Nouveau/dp/B001GNBVRQ/ref=sr_1_29
B07HPDQ7PX,(S$3.87S$3.87/ounce),foundation,USD,prod_000491.jpg,https://m.media-amazon.com/images/I/51fQmapFmOL._AC_UL320_.jpg,"L.A. Girl PRO.color Foundation Mixing Pigment, White GLM711",$15.48,prod_000491,,4,amazon,https://www.amazon.com/L-Girl-PRO-color-Foundation-Pigment/dp/B07HPDQ7PX/ref=sr_1_30
B00D2NUPT8,(S$52.86S$52.86/fluid ounce),foundation,USD,prod_000492.jpg,https://m.media-amazon.com/images/I/71IlAHrsM6L._AC_UL320_.jpg,"COVERGIRL Simply Ageless Instant Wrinkle Defying Foundation, SPF 28, Hyaluronic Complex & Vitamin C - 255 Soft Honey, Pack of 1",$23.26,prod_000492,,4,amazon,https://www.amazon.com/COVERGIRL-Ageless-Instant-Foundation-Hyaluronic/dp/B00D2NUPT8/ref=sr_1_31
B001268TE0,(S$52.52S$52.52/ounce),foundation,USD,prod_000493.jpg,https://m.media-amazon.com/images/I/71nrTOyWguL._AC_UL320_.jpg,"L'Oreal Paris True Match Super Blendable Oil Free Foundation Powder, W4 Light Medium, 0.33 oz, Packaging May Vary",$17.33,prod_000493,,4,amazon,https://www.amazon.com/LOreal-Paris-Blendable-Foundation-Packaging/dp/B001268TE0/ref=sr_1_32
B087XFYCDQ,(S$0.83S$0.83/milliliter),foundation,USD,prod_000494.jpg,https://m.media-amazon.com/images/I/41-w5vsN0UL._AC_UL320_.jpg,"MAYBELLINE Fit Me Matte & Poreless Liquid Foundation with SPF 22, 30ml, No.128 Warm Nude,FMFLF128-50",$25.00,prod_000494,,4,amazon,https://www.amazon.com/MAYBELLINE-Poreless-Liquid-Foundation-FMFLF128-50/dp/B087XFYCDQ/ref=sr_1_33_sg_f3_0o_watso
B0BCH5PTQ3,(S$0.68S$0.68/milliliter),foundation,USD,prod_000495.jpg,https://m.media-amazon.com/images/I/610-9cikGXL._AC_UL320_.jpg,"L'Oréal Paris True Match Super-Blendable Foundation, Medium Coverage Liquid Foundation Makeup with SPF 17, W3, Light Medium, 1 Fl Oz,29.57 millilitre",$20.23,prod_000495,,4,amazon,https://www.amazon.com/Paris-Super-Blendable-Foundation-Coverage-millilitre/dp/B0BCH5PTQ3/ref=sr_1_34
